id,song_popularity
0,0.34622520251584143
1,0.28461247917368315
2,0.3083815185993922
3,0.3939147812560914
4,0.42659681247065184
5,0.38995645205655816
6,0.390550326533179
7,0.3058077438487244
8,0.3348361926570128
9,0.3424222495109233
10,0.3794777467163253
11,0.36657896225994224
12,0.37005290031133015
13,0.3830253534428465
14,0.42976266985266953
15,0.3490178564614205
16,0.33709270587387125
17,0.34577381960021
18,0.4048555463684247
19,0.3843110413607734
20,0.26039840081331955
21,0.3494285310256756
22,0.39282882804816976
23,0.38670586448779676
24,0.2801286472106274
25,0.4129843210136234
26,0.43925895614478006
27,0.44128939499379743
28,0.3506918893920463
29,0.3229277238118997
30,0.3318732603374117
31,0.3711392558101093
32,0.2729463441766544
33,0.32680789954093337
34,0.4055736347205059
35,0.33300564812924005
36,0.38737601978297753
37,0.3785949261324981
38,0.3770581713254316
39,0.2725944962192661
40,0.4084069356814772
41,0.2170567756051944
42,0.270945135497296
43,0.44843930117958103
44,0.3378538872827269
45,0.37176147696917783
46,0.3181897154247153
47,0.4315543280288522
48,0.2889474998327918
49,0.3756332172171463
50,0.3730127004723058
51,0.4816959021962429
52,0.33674423219085015
53,0.4042656065526259
54,0.4556080913920325
55,0.34530591281103784
56,0.34501479010641845
57,0.4102062543981425
58,0.2828268726109897
59,0.44445230459711704
60,0.40005251070296177
61,0.38824749915995693
62,0.3485309311336121
63,0.2967921323427566
64,0.2607867543026278
65,0.37355615672756737
66,0.27115803626295676
67,0.39658598117875404
68,0.39745178601419384
69,0.43031680610370415
70,0.3280974744499914
71,0.4528025326813926
72,0.3442447882430906
73,0.358450365536348
74,0.3646260391006644
75,0.36463008937626584
76,0.4242247931025696
77,0.36436112622734773
78,0.3852163034764031
79,0.3914583141245087
80,0.3459051295032788
81,0.2414854394688038
82,0.4871753275169459
83,0.20845794714895602
84,0.3829430195171078
85,0.37134393980157554
86,0.3678106980976289
87,0.33411442780636524
88,0.39332078683267324
89,0.470779637146436
90,0.41203262833713494
91,0.31891818294544727
92,0.361599129537836
93,0.3178563727188173
94,0.3031574673783346
95,0.42695096807744115
96,0.2540851359344281
97,0.32446562248177646
98,0.2935231041688268
99,0.3841305438380652
100,0.4237506620626995
101,0.40230492872687273
102,0.37275904905618884
103,0.36516851509725323
104,0.39928517383915113
105,0.4551505666402652
106,0.4205758940786272
107,0.28326610159685817
108,0.32468724482582073
109,0.4077545022483623
110,0.33767783640390414
111,0.38935042377704376
112,0.4039148764872684
113,0.33031070270451013
114,0.24873226704404697
115,0.37924470849471054
116,0.33060673812876323
117,0.44089915802836177
118,0.41228828953192964
119,0.3384650363971125
120,0.28163166255580385
121,0.37118772702833536
122,0.32448717996500753
123,0.3556836520685685
124,0.3374522167185953
125,0.3479359476197665
126,0.30731846039425986
127,0.29100857061187574
128,0.36177638499017295
129,0.4280030715853106
130,0.36606808015156045
131,0.455942145573492
132,0.38491157873888177
133,0.4471171004345907
134,0.3864604158537416
135,0.45110062167246967
136,0.3837415504079444
137,0.3402582046087195
138,0.365999529844211
139,0.3947526769727626
140,0.42332558955950583
141,0.4202357996610715
142,0.36356930561627976
143,0.3774506005298921
144,0.36407393324274595
145,0.39204091437848987
146,0.2634294219017049
147,0.44069540627525194
148,0.37403983254404866
149,0.40690111730339074
150,0.315420044274453
151,0.26565401040796915
152,0.3627676890752379
153,0.38035528294149745
154,0.41680412830279956
155,0.35986115011115266
156,0.3224028844683731
157,0.2964912316681643
158,0.35495601837939517
159,0.4033478818742977
160,0.34770419554135473
161,0.39329117300297506
162,0.3265468030907466
163,0.3467444449193328
164,0.31588823474121147
165,0.46098322006141834
166,0.396139617828762
167,0.4289696956452084
168,0.36421312401243344
169,0.4222787809617151
170,0.40085243708697427
171,0.4182912983302022
172,0.3908950490421062
173,0.33585036661059653
174,0.3482722994189057
175,0.21845134398512828
176,0.2550905579656501
177,0.37246749068367324
178,0.36576577328088944
179,0.36796445657349336
180,0.3678286307240673
181,0.3860784929457975
182,0.3348226465392816
183,0.3921745404389376
184,0.24121390351775085
185,0.2119778092111933
186,0.43614796529896166
187,0.36318639495789684
188,0.41981764750773054
189,0.2692067430157322
190,0.2914065046282819
191,0.35442705421570797
192,0.33395124861065784
193,0.35643189917577134
194,0.29495651722477545
195,0.27512898803986546
196,0.383401760603743
197,0.33543742043564145
198,0.3576485284066021
199,0.18114333765107496
200,0.34958294852656807
201,0.385411466862902
202,0.35665528420766585
203,0.4532963937543163
204,0.37730297710906585
205,0.3894670703579159
206,0.3487881458956673
207,0.42627489134323426
208,0.3136802716982881
209,0.3887362170527114
210,0.19993224334789084
211,0.45276415882639415
212,0.3121508160748472
213,0.41011295778177975
214,0.26451125917714363
215,0.3165896461014571
216,0.4020271930250828
217,0.47481833381224314
218,0.4291321266759541
219,0.3148577974606299
220,0.3866305504060377
221,0.37767742416483907
222,0.4230174414685314
223,0.33613295738635746
224,0.39761070888740946
225,0.38175255063710306
226,0.39018208382848507
227,0.375980685787233
228,0.35890343929184715
229,0.26851156853978886
230,0.3577846384532423
231,0.34564726026248893
232,0.4777572274746775
233,0.31897763695718634
234,0.3158447925745741
235,0.4116602824631114
236,0.3403807464091396
237,0.34927418898691304
238,0.4234214786087642
239,0.43776253851988217
240,0.2918696438214571
241,0.44606822621889197
242,0.3851939801779503
243,0.3168925518823221
244,0.3932642228406844
245,0.34068752709909644
246,0.4089580036468313
247,0.3857710392958597
248,0.2887546416720086
249,0.3283125199803266
250,0.4260572854695761
251,0.40324992527702064
252,0.3628033735128068
253,0.3857028217250833
254,0.41066055798033707
255,0.35997661876842985
256,0.32420660016646785
257,0.42688678602490976
258,0.3897965215191162
259,0.35453742224595314
260,0.41294688413952596
261,0.3610008660606444
262,0.3679233631530122
263,0.25788374933609254
264,0.4514956391594708
265,0.4647483479168114
266,0.3426639705588735
267,0.3288821313851275
268,0.33377426977735275
269,0.35513137908413206
270,0.27105460623177957
271,0.42117620684315465
272,0.33092320919683316
273,0.38958321302489596
274,0.3967403955568105
275,0.3672501376570229
276,0.3347728243087028
277,0.34350249180359566
278,0.3487717070007559
279,0.419719465318369
280,0.4212379042605755
281,0.3595145412672663
282,0.28967323897164177
283,0.42321312168257347
284,0.41363849579278983
285,0.31590218851555596
286,0.43647170273902003
287,0.3286804170412775
288,0.4626794310856891
289,0.4270655393446975
290,0.4141756346689596
291,0.3090442855451587
292,0.429403041333591
293,0.22358273617866659
294,0.45612287552171404
295,0.40727539446842675
296,0.3893508294920108
297,0.3399240358778901
298,0.5152969819611882
299,0.2935788729452245
300,0.3048407355461151
301,0.4778455293192548
302,0.36544321984780387
303,0.3973584077006782
304,0.34805994875939117
305,0.24869339930325077
306,0.4041315561289306
307,0.296034294678004
308,0.36828497218959155
309,0.3547042560358351
310,0.3869369847227645
311,0.3668473669811698
312,0.41345548892828066
313,0.3153207718667262
314,0.36360717721524854
315,0.4004073119900385
316,0.25887265350981215
317,0.29899638951003954
318,0.2994830913894574
319,0.2768914601496615
320,0.3991946328934862
321,0.3018242610400805
322,0.3628896286254688
323,0.46758526692737523
324,0.39143289499379036
325,0.31944196647368545
326,0.37024209884074805
327,0.4700574606473035
328,0.39993147152345965
329,0.3430988983889021
330,0.3483002194376612
331,0.32593386737373514
332,0.365925388749123
333,0.3744621002451123
334,0.34943645758613795
335,0.3530224001966189
336,0.4103077044441285
337,0.4125362343126105
338,0.4744908795620779
339,0.39167612737894386
340,0.36684583137614857
341,0.37673787907568546
342,0.36696426259369913
343,0.23045264055809717
344,0.4771216169663517
345,0.3804924554738637
346,0.4169055772807826
347,0.3592778926386363
348,0.2893884674537664
349,0.33821474275267316
350,0.3553963570953401
351,0.34906564704369614
352,0.2978011226724892
353,0.33284503382248776
354,0.35816053178204293
355,0.30879165064740655
356,0.34146722757032527
357,0.4355981551199816
358,0.46139985705855513
359,0.37542837935103823
360,0.32360677731922594
361,0.36244130014293785
