id,song_popularity
0,0.4124845
1,0.27214253
2,0.3024362
3,0.5378647
4,0.4804415
5,0.46512318
6,0.42568904
7,0.3171009
8,0.33478257
9,0.31757534
10,0.36081168
11,0.27365246
12,0.41404593
13,0.4321111
14,0.46357307
15,0.37052974
16,0.34025088
17,0.35699996
18,0.3398684
19,0.41199753
20,0.18687503
21,0.31427756
22,0.4291423
23,0.41970718
24,0.30097446
25,0.41049922
26,0.42642844
27,0.45179114
28,0.3187763
29,0.2843504
30,0.29682252
31,0.37909645
32,0.31649056
33,0.3212463
34,0.3951075
35,0.29857725
36,0.41509852
37,0.4215598
38,0.3408176
39,0.29586947
40,0.43246466
41,0.16874388
42,0.287557
43,0.4202552
44,0.32543847
45,0.3412395
46,0.2970794
47,0.3651419
48,0.32643992
49,0.3351887
50,0.36724055
51,0.5119746
52,0.33588687
53,0.42749736
54,0.5261618
55,0.3159562
56,0.31686187
57,0.4249351
58,0.31431094
59,0.42812186
60,0.40148515
61,0.40744218
62,0.31686625
63,0.2871574
64,0.28950703
65,0.2824673
66,0.25847316
67,0.4580752
68,0.496404
69,0.49371624
70,0.32802507
71,0.4977327
72,0.31436974
73,0.33791116
74,0.3091904
75,0.38382506
76,0.4503216
77,0.3559016
78,0.39452827
79,0.31290007
80,0.3723568
81,0.21581511
82,0.51855636
83,0.1656534
84,0.42178354
85,0.35592556
86,0.39159
87,0.31546137
88,0.34670514
89,0.5515561
90,0.4102225
91,0.29877132
92,0.3496021
93,0.26098543
94,0.29314125
95,0.3761144
96,0.21915728
97,0.24787924
98,0.29501668
99,0.40109393
100,0.44560182
101,0.37718245
102,0.38551176
103,0.33720818
104,0.44308928
105,0.47623065
106,0.43819714
107,0.19372107
108,0.30176935
109,0.43804866
110,0.3063538
111,0.39769602
112,0.38132274
113,0.33155814
114,0.20548932
115,0.42657527
116,0.26098266
117,0.45889255
118,0.43346688
119,0.36665967
120,0.27882677
121,0.3710061
122,0.2989563
123,0.3269093
124,0.20862545
125,0.4042345
126,0.29799137
127,0.20868671
128,0.2823162
129,0.40217125
130,0.40102217
131,0.47589016
132,0.4194523
133,0.48030713
134,0.3017074
135,0.48232588
136,0.37938353
137,0.30958143
138,0.48261687
139,0.4358391
140,0.4604724
141,0.49723238
142,0.3259221
143,0.37779772
144,0.42429504
145,0.4032834
146,0.20094767
147,0.46176767
148,0.31557634
149,0.42494884
150,0.28703728
151,0.18223646
152,0.30905268
153,0.43164167
154,0.4516845
155,0.1684627
156,0.30938333
157,0.27008864
158,0.3462773
159,0.41037792
160,0.3274663
161,0.38159376
162,0.3204451
163,0.36195078
164,0.2367954
165,0.4305804
166,0.4293366
167,0.48985168
168,0.38110042
169,0.47005895
170,0.42521784
171,0.45312753
172,0.40995938
173,0.32705382
174,0.33589435
175,0.13548845
176,0.16575672
177,0.3506925
178,0.35685465
179,0.34319118
180,0.37310082
181,0.414923
182,0.36888167
183,0.3688871
184,0.27987877
185,0.21851423
186,0.45972502
187,0.34131902
188,0.45190442
189,0.29186195
190,0.4379517
191,0.32617754
192,0.2653336
193,0.22417223
194,0.264022
195,0.17389563
196,0.3720197
197,0.30921748
198,0.3411788
199,0.08595446
200,0.28909302
201,0.46555662
202,0.34618443
203,0.47829044
204,0.3904548
205,0.32884845
206,0.36073396
207,0.4451259
208,0.28710476
209,0.41091275
210,-0.011210186
211,0.48453084
212,0.304346
213,0.40781346
214,0.20533255
215,0.32681423
216,0.408684
217,0.48883456
218,0.5676607
219,0.40657875
220,0.42348334
221,0.37001148
222,0.44355693
223,0.3727875
224,0.40737778
225,0.4221291
226,0.41531357
227,0.4718259
228,0.34254012
229,0.21713655
230,0.39408454
231,0.34131104
232,0.5055685
233,0.37950563
234,0.25703147
235,0.53720087
236,0.35451043
237,0.3274623
238,0.4613116
239,0.4481415
240,0.30073914
241,0.4580959
242,0.40717894
243,0.2889604
244,0.37431183
245,0.34101325
246,0.4046722
247,0.41907817
248,0.2717078
249,0.32113546
250,0.43498874
251,0.3896389
252,0.31956682
253,0.43076542
254,0.49608347
255,0.45186543
256,0.36146456
257,0.39179587
258,0.38186643
259,0.35712507
260,0.3863784
261,0.38500124
262,0.3640328
263,0.29905087
264,0.48683986
265,0.4520641
266,0.31375125
267,0.33678663
268,0.33485445
269,0.3343321
270,0.23773949
271,0.4456539
272,0.34940675
273,0.36225843
274,0.3756993
275,0.40278706
276,0.24466471
277,0.24481636
278,0.31570664
279,0.404912
280,0.43272933
281,0.38712507
282,0.12605807
283,0.352748
284,0.46255666
285,0.3031415
286,0.4454824
287,0.30791032
288,0.57263327
289,0.4265435
290,0.4666746
291,0.28147995
292,0.4438061
293,0.22164449
294,0.4915462
295,0.4467244
296,0.29565653
297,0.30702147
298,0.6098031
299,0.22627793
300,0.23425847
301,0.4950897
302,0.33626965
303,0.4210237
304,0.32820106
305,0.23387781
306,0.40875983
307,0.25371608
308,0.37819973
309,0.31997675
310,0.45219475
311,0.3544294
312,0.4340807
313,0.30494413
314,0.40664396
315,0.39142424
316,0.20968921
317,0.20148419
318,0.2811938
319,0.21480088
320,0.36398187
321,0.18784602
322,0.37680846
323,0.5076385
